"Regionale Verteilung der Ärzte in der
vertragsärztlichen Versorgung, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,"Hamm, Stadt",Kreise,"47,9","13,5","54,6","69,8","26,0","0,8","160,7",,,,,,,,"57,1","0,0","59,3","85,7","0,0","0,8","3,9","33,3","20,0","51,3","53,3","46,7","0,7","8,4","16,7","6,7","55,2","50,0","43,3","0,7","16,7","58,3","8,3","53,6","66,7","20,8","0,9","13,4","46,3","17,9","57,0","82,1","17,9","1,0","53,0","37,5","12,5","55,0","100,0","0,0","0,9","4,5","50,0","16,7","51,3","66,7","33,3","0,9","3,3",,,,,,,,"55,0","5,0","54,3","50,0","40,0","0,8","11,2",,,,,,,,,,,,,,,"11,1","0,0","51,9","77,8","11,1","0,9","5,0","70,8","16,9","52,2","66,2","32,3","0,6","36,3",,,,,,,,"22,2","11,1","53,4","66,7","11,1","1,0","5,0",,,,,,,
5916,"Herne, Stadt",Kreise,"53,2","10,8","52,8","68,8","25,3","0,8","171,9",,,,,,,,"90,9","18,2","55,6","100,0","0,0","0,7","7,0","50,0","0,0","53,7","60,0","40,0","0,9","6,4","4,0","4,0","55,0","52,0","20,0","0,9","16,0","84,6","7,7","52,9","53,8","30,8","0,8","16,6","45,1","18,7","55,4","73,6","26,4","0,9","58,2","25,0","0,0","43,1","37,5","62,5","0,9","5,1","63,6","9,1","49,0","45,5","54,5","0,6","7,0",,,,,,,,"66,7","16,7","50,1","58,3","41,7","0,8","7,7",,,,,,,,,,,,,,,"50,0","0,0","51,4","55,6","33,3","0,7","11,5","76,6","8,5","49,2","91,5","8,5","0,6","30,0",,,,,,,,"20,0","0,0","54,4","60,0","10,0","0,9","6,4",,,,,,,
5954,Ennepe-Ruhr-Kreis,Kreise,"53,0","15,0","53,9","69,5","23,9","0,8","180,8",,,,,,,,"65,0","30,0","60,3","90,0","0,0","0,8","6,2","40,0","5,0","56,4","65,0","35,0","1,0","6,2","16,1","10,7","52,6","41,1","37,5","0,9","17,2","73,7","10,5","54,2","56,1","22,8","0,9","17,6","47,5","17,5","56,0","72,0","27,5","0,9","61,6","47,1","17,6","54,5","76,5","23,5","0,9","5,2","53,3","13,3","55,7","73,3","26,7","1,0","4,6",,,,,,,,"66,7","3,3","52,8","66,7","30,0","0,8","9,2",,,,,,,,,,,,,,,"36,7","10,0","51,6","53,3","36,7","0,8","9,2","77,0","17,5","50,0","84,1","11,9","0,6","38,8",,,,,,,,"0,0","18,8","54,4","75,0","6,3","0,9","4,9",,,,,,,
5958,Hochsauerlandkreis,Kreise,"48,8","15,1","55,0","70,7","27,4","0,9","139,5",,,,,,,,"85,7","0,0","59,1","85,7","0,0","0,8","2,7","50,0","25,0","57,1","50,0","50,0","0,9","6,1","17,2","10,3","55,1","51,7","37,9","0,8","11,1","66,7","22,2","59,1","70,4","22,2","0,9","10,3","39,2","20,3","56,9","72,2","27,8","1,0","60,4","18,2","0,0","52,5","90,9","9,1","0,9","4,2","33,3","0,0","51,4","77,8","22,2","0,8","3,4",,,,,,,,"65,0","10,0","51,7","60,0","35,0","0,8","7,6",,,,,,,,,,,,,,,"43,8","6,3","50,1","12,5","87,5","0,8","6,1","82,8","10,9","51,3","92,2","7,8","0,7","24,5",,,,,,,,"12,5","0,0","50,1","75,0","25,0","1,0","3,1",,,,,,,
5962,Märkischer Kreis,Kreise,"43,3","20,7","56,1","74,5","20,9","0,9","140,3",,,,,,,,"86,7","13,3","62,3","93,3","0,0","0,9","3,6","42,3","15,4","54,6","57,7","34,6","1,0","6,3","11,5","9,6","56,2","51,9","23,1","1,0","12,6","58,3","22,9","56,4","77,1","16,7","1,0","11,6","35,6","27,5","58,2","74,2","25,8","1,0","56,4","29,4","41,2","58,8","82,4","5,9","0,9","4,1","37,5","31,3","56,4","75,0","25,0","0,9","3,9",,,,,,,,"45,2","0,0","54,2","77,4","16,1","0,9","7,5",,,,,,,,,,,,,,,"33,3","28,6","58,3","61,9","33,3","0,9","5,1","75,0","13,5","50,3","86,5","12,5","0,6","25,2",,,,,,,,"0,0","11,8","57,1","76,5","11,8","1,0","4,1",,,,,,,
5966,Olpe,Kreise,"43,3","18,2","55,8","77,8","18,2","0,9","150,6",,,,,,,,"100,0","20,0","61,6","100,0","0,0","0,7","3,7","57,1","0,0","53,9","57,1","42,9","0,9","5,2","10,0","10,0","56,1","40,0","30,0","0,8","14,8","68,8","12,5","58,2","56,3","37,5","0,9","11,9","35,6","26,4","57,4","78,2","20,7","1,0","64,5","20,0","20,0","55,0","60,0","40,0","1,0","3,7","40,0","20,0","57,2","80,0","20,0","0,8","3,7",,,,,,,,"57,1","0,0","47,3","85,7","14,3","1,0","5,2",,,,,,,,,,,,,,,"14,3","42,9","62,7","100,0","0,0","0,9","5,2","67,5","10,0","50,6","100,0","0,0","0,7","29,7",,,,,,,,"0,0","0,0","58,8","100,0","0,0","1,0","3,0",,,,,,,
5970,Siegen-Wittgenstein,Kreise,"41,1","14,7","55,0","64,1","27,6","0,8","156,5",,,,,,,,"58,3","41,7","65,5","100,0","0,0","0,7","4,3","47,1","0,0","50,4","52,9","47,1","0,8","6,1","18,5","3,7","54,8","25,9","35,2","0,8","19,4","61,8","14,7","56,3","50,0","41,2","0,8","12,2","34,7","17,3","55,7","74,0","26,0","0,9","62,2","18,2","9,1","56,5","45,5","54,5","1,0","4,0","54,5","36,4","59,3","27,3","63,6","0,7","4,0",,,,,,,,"48,1","11,1","51,1","44,4","29,6","0,8","9,7",,,,,,,,,,,,,,,"36,8","26,3","54,8","47,4","52,6","0,8","6,8","62,7","11,9","52,3","94,0","4,5","0,7","24,1",,,,,,,,"30,0","10,0","55,2","70,0","0,0","0,9","3,6",,,,,,,
5974,Soest,Kreise,"46,1","14,9","54,1","74,6","21,6","0,9","153,8",,,,,,,,"50,0","25,0","62,3","75,0","25,0","0,7","2,7","47,4","21,1","52,1","52,6","47,4","0,9","6,3","8,3","13,9","54,3","50,0","38,9","0,8","11,9","67,4","20,9","55,7","65,1","30,2","0,8","14,3","38,2","20,9","56,2","77,5","22,0","0,9","63,3","16,7","0,0","53,8","83,3","16,7","0,9","4,0","50,0","0,0","59,0","90,0","10,0","1,0","3,3",,,,,,,,"50,0","0,0","52,2","73,1","15,4","1,0","8,6",,,,,,,,,,,,,,,"27,8","16,7","55,4","72,2","27,8","0,9","6,0","76,1","6,5","48,9","83,7","8,7","0,7","30,5",,,,,,,,"11,1","0,0","49,8","88,9","0,0","1,0","3,0",,,,,,,
5978,Unna,Kreise,"51,5","13,4","53,5","73,5","23,3","0,9","156,9",,,,,,,,"70,6","29,4","61,5","100,0","0,0","0,7","4,3","42,9","21,4","53,6","50,0","50,0","0,9","7,1","16,1","8,9","54,4","57,1","26,8","0,9","14,2","81,0","6,9","55,6","81,0","10,3","0,9","14,7","43,9","17,5","55,5","74,9","25,1","1,0","56,6","30,0","10,0","51,8","90,0","10,0","1,0","5,1","50,0","0,0","52,7","68,8","18,8","0,9","4,1",,,,,,,,"66,7","11,1","52,3","77,8","22,2","0,9","6,9",,,,,,,,,,,,,,,"46,2","7,7","53,2","65,4","26,9","0,9","6,6","71,8","10,7","48,6","72,5","26,0","0,6","33,3",,,,,,,,"12,5","18,8","53,9","93,8","6,3","0,9","4,1",,,,,,,
6411,"Darmstadt, Stadt",Kreise,"59,5","11,0","53,6","75,7","17,7","0,7","303,9",,,,,,,,"68,2","31,8","63,4","95,5","4,5","0,6","13,9","42,1","15,8","52,8","15,8","78,9","0,6","12,0","7,9","2,6","53,5","78,9","18,4","0,8","24,0","75,0","2,5","53,2","65,0","25,0","0,8","25,3","50,9","10,4","54,5","72,6","26,4","1,0","67,0","38,5","0,0","52,7","69,2","15,4","1,0","8,2","62,5","6,3","52,1","50,0","31,3","0,8","10,1",,,,,,,,"51,6","0,0","51,0","41,9","16,1","0,8","19,6",,,,,,,,,,,,,,,"65,0","5,0","54,9","60,0","20,0","0,8","12,6","79,0","16,8","52,8","94,0","4,8","0,6","105,5",,,,,,,,"0,0","0,0","50,7","88,9","0,0","1,0","5,7",,,,,,,
6412,"Frankfurt am Main, Stadt",Kreise,"63,6","14,8","53,5","73,3","23,3","0,8","265,2",,,,,,,,"68,0","35,9","60,5","91,3","8,7","0,6","13,8","60,5","3,9","50,5","48,7","39,5","0,8","10,2","14,8","9,9","54,9","62,0","30,3","0,8","19,0","77,5","11,0","53,4","59,0","33,5","0,8","23,2","60,5","13,8","55,0","68,3","31,3","0,9","65,1","33,3","10,5","52,9","68,4","26,3","0,8","7,6","56,8","6,8","53,4","77,3","20,5","0,9","5,9",,,,,,,,"58,7","7,6","51,9","55,4","27,2","0,9","12,3",,,,,,,,,,,,,,,"47,8","11,6","54,7","71,0","26,1","0,8","9,2","79,0","18,3","51,9","84,9","13,8","0,6","94,3",,,,,,,,"22,9","2,9","51,6","80,0","17,1","0,8","4,7",,,,,,,
6413,"Offenbach am Main, Stadt",Kreise,"61,0","16,9","53,0","67,5","26,8","0,8","318,2",,,,,,,,"50,0","16,7","60,2","91,7","8,3","0,8","9,5","66,7","8,3","52,6","41,7","58,3","0,8","9,5","21,9","12,5","54,3","43,8","25,0","0,8","25,3","61,8","14,7","52,3","29,4","52,9","0,8","26,8","56,5","22,4","54,9","64,7","35,3","0,9","67,1","20,0","20,0","55,5","60,0","40,0","0,9","7,9","66,7","11,1","54,8","55,6","44,4","0,8","7,1",,,,,,,,"55,6","38,9","54,9","44,4","38,9","0,8","14,2",,,,,,,,,,,,,,,"46,7","13,3","54,2","86,7","6,7","1,0","11,8","77,2","14,4","51,0","84,4","15,0","0,6","131,9",,,,,,,,"22,2","11,1","51,8","44,4","33,3","0,9","7,1",,,,,,,
6414,"Wiesbaden, Stadt",Kreise,"59,2","11,6","53,1","73,9","22,5","0,7","294,6",,,,,,,,"66,7","33,3","61,3","97,6","2,4","0,6","15,1","56,8","10,8","51,2","48,6","51,4","0,8","13,3","16,0","8,6","53,7","44,4","48,1","0,6","29,1","76,0","1,3","51,7","53,3","37,3","0,7","26,9","51,8","12,8","55,3","75,4","24,6","0,9","70,0","34,5","13,8","53,4","69,0","27,6","0,8","10,4","55,0","10,0","53,2","70,0","20,0","0,8","7,2",,,,,,,,"58,3","8,3","54,1","77,8","16,7","0,8","12,9",,,,,,,,,,,,,,,"28,6","10,7","55,5","78,6","7,1","0,9","10,0","79,7","11,9","50,2","88,5","9,2","0,6","93,7",,,,,,,,"47,1","5,9","52,4","58,8","35,3","0,9","6,1",,,,,,,
6431,Bergstraße,Kreise,"49,9","13,9","54,3","75,2","22,9","0,8","152,9",,,,,,,,"72,2","33,3","62,3","100,0","0,0","0,7","6,7","53,3","0,0","48,5","53,3","46,7","0,9","5,6","10,3","5,1","55,2","71,8","20,5","0,8","14,5","62,5","12,5","54,1","71,9","21,9","0,8","11,9","45,8","15,1","55,0","68,1","31,9","0,9","61,8","15,4","0,0","52,9","92,3","7,7","0,8","4,8","40,0","20,0","57,9","80,0","20,0","1,0","3,7",,,,,,,,"55,0","0,0","46,2","75,0","25,0","0,9","7,4",,,,,,,,,,,,,,,"58,8","23,5","52,9","47,1","52,9","0,7","6,3","76,7","19,2","54,4","94,5","2,7","0,6","27,2",,,,,,,,"12,5","0,0","49,5","87,5","0,0","0,9","3,0",,,,,,,
6432,Darmstadt-Dieburg,Kreise,"53,8","10,6","53,5","72,6","26,9","0,8","128,0",,,,,,,,"68,8","31,3","61,1","100,0","0,0","0,7","5,4","35,3","17,6","54,6","35,3","64,7","0,9","5,7","7,1","3,6","56,1","71,4","25,0","0,9","9,5","77,8","3,7","54,0","70,4","29,6","0,9","9,1","51,3","11,9","53,3","68,1","31,9","0,9","54,0","35,7","0,0","52,1","71,4","28,6","0,8","4,7","55,6","11,1","51,8","77,8","22,2","0,8","3,0",,,,,,,,"54,2","0,0","50,8","62,5","37,5","0,8","8,1",,,,,,,,,,,,,,,"50,0","0,0","51,6","57,1","42,9","0,9","4,7","82,3","14,5","52,0","95,2","3,2","0,6","20,9",,,,,,,,"12,5","12,5","55,5","75,0","25,0","0,9","2,7",,,,,,,
6433,Groß-Gerau,Kreise,"58,1","11,3","52,8","66,0","30,8","0,8","159,2",,,,,,,,"69,2","46,2","61,9","100,0","0,0","0,8","4,8","50,0","6,3","49,7","43,8","56,3","0,8","5,9","18,8","9,4","53,8","37,5","56,3","0,7","11,8","81,8","6,1","53,7","33,3","51,5","0,8","12,2","54,8","11,4","53,5","63,3","36,7","0,9","61,2","53,3","13,3","53,5","73,3","13,3","0,9","5,5","63,6","0,0","53,0","100,0","0,0","0,8","4,1",,,,,,,,"59,3","22,2","55,6","48,1","48,1","0,8","9,9",,,,,,,,,,,,,,,"47,1","11,8","50,4","41,2","58,8","0,8","6,3","75,8","8,8","49,6","96,7","2,2","0,6","33,5",,,,,,,,"18,2","0,0","53,8","63,6","9,1","0,9","4,1",,,,,,,
6434,Hochtaunuskreis,Kreise,"65,2","12,7","53,6","75,4","24,0","0,8","206,8",,,,,,,,"76,5","23,5","59,6","94,1","5,9","0,6","7,2","70,6","17,6","55,8","35,3","64,7","0,7","7,2","23,7","7,9","54,6","73,7","21,1","0,8","16,1","87,5","2,5","52,8","65,0","35,0","0,8","16,9","57,9","12,5","55,0","73,7","26,3","0,9","64,4","9,1","9,1","58,9","100,0","0,0","1,0","4,7","85,0","10,0","51,9","65,0","35,0","0,6","8,5",,,,,,,,"55,6","0,0","53,4","94,4","5,6","0,9","7,6",,,,,,,,,,,,,,,"70,0","5,0","51,2","45,0","55,0","0,7","8,5","81,4","19,3","51,6","84,1","15,2","0,6","61,4",,,,,,,,"10,0","0,0","49,9","80,0","20,0","0,9","4,2",,,,,,,
6435,Main-Kinzig-Kreis,Kreise,"55,1","14,1","54,8","71,2","25,8","0,8","147,5",,,,,,,,"81,0","38,1","61,6","100,0","0,0","0,6","5,0","56,0","28,0","55,3","28,0","72,0","0,8","6,0","18,4","7,9","56,2","55,3","36,8","0,8","9,1","75,5","2,0","53,7","53,1","32,7","0,9","11,7","46,2","17,2","55,9","73,7","26,3","1,0","62,6","37,5","18,8","58,3","68,8","31,3","0,9","3,8","25,0","16,7","55,1","33,3","66,7","0,9","2,9",,,,,,,,"58,8","0,0","50,3","50,0","32,4","0,9","8,1",,,,,,,,,,,,,,,"56,3","6,3","53,5","37,5","50,0","0,9","3,8","78,8","12,1","52,5","93,2","6,1","0,6","31,6",,,,,,,,"16,7","8,3","53,9","83,3","16,7","0,9","2,9",,,,,,,
6436,Main-Taunus-Kreis,Kreise,"54,3","15,2","54,1","77,2","21,0","0,8","160,8",,,,,,,,"69,2","15,4","57,2","100,0","0,0","0,8","5,5","77,8","11,1","50,3","61,1","38,9","0,8","7,6","21,1","7,9","54,1","63,2","31,6","0,7","16,0","71,0","9,7","55,2","80,6","9,7","0,8","13,1","49,3","20,0","55,3","74,3","25,7","0,9","59,1","25,0","25,0","58,4","91,7","8,3","1,0","5,1","25,0","0,0","51,5","83,3","16,7","0,8","5,1",,,,,,,,"55,0","10,0","53,8","80,0","20,0","0,8","8,4",,,,,,,,,,,,,,,"41,7","8,3","54,8","75,0","25,0","1,0","5,1","80,3","18,4","52,3","85,5","13,2","0,6","32,1",,,,,,,,"22,2","0,0","49,3","66,7","22,2","0,8","3,8",,,,,,,
6437,Odenwaldkreis,Kreise,"48,9","18,2","53,8","81,0","19,0","0,8","141,8",,,,,,,,"66,7","16,7","64,0","100,0","0,0","0,8","6,2","33,3","33,3","58,0","100,0","0,0","1,0","3,1","16,7","8,3","52,3","41,7","58,3","0,6","12,4","75,0","12,5","55,3","50,0","50,0","0,8","8,3","42,6","20,6","52,8","82,4","17,6","0,9","70,4","50,0","0,0","54,3","75,0","25,0","0,8","4,1","66,7","0,0","59,3","100,0","0,0","0,8","3,1",,,,,,,,"100,0","0,0","50,0","100,0","0,0","1,0","5,2",,,,,,,,,,,,,,,"33,3","33,3","57,0","66,7","33,3","0,8","6,2","73,7","26,3","53,2","100,0","0,0","0,7","19,7",,,,,,,,"0,0","0,0","53,3","100,0","0,0","1,0","3,1",,,,,,,
6438,Offenbach,Kreise,"54,8","12,0","53,3","75,2","23,6","0,8","151,6",,,,,,,,"76,5","11,8","58,6","100,0","0,0","0,9","4,8","32,0","0,0","51,1","48,0","52,0","0,8","7,1","13,5","13,5","54,2","56,8","43,2","0,8","10,5","78,9","5,3","53,4","78,9","10,5","1,0","10,8","51,8","14,7","55,0","72,0","28,0","0,9","62,0","38,9","11,1","53,9","61,1","38,9","0,8","5,1","35,7","21,4","54,5","64,3","35,7","0,8","4,0",,,,,,,,"58,6","3,4","51,6","62,1","37,9","0,8","8,2",,,,,,,,,,,,,,,"22,7","22,7","53,5","72,7","22,7","0,9","6,3","81,9","10,5","49,8","96,2","2,9","0,6","29,9",,,,,,,,"30,0","10,0","48,6","90,0","10,0","0,9","2,8",,,,,,,
6439,Rheingau-Taunus-Kreis,Kreise,"56,8","11,1","54,2","78,0","21,6","0,8","158,6",,,,,,,,"80,0","10,0","59,3","100,0","0,0","0,7","5,4","30,0","0,0","51,9","90,0","10,0","1,0","5,4","15,4","19,2","57,7","23,1","76,9","0,7","13,9","76,2","9,5","54,0","71,4","23,8","0,8","11,3","55,0","13,3","55,1","76,7","23,3","0,9","64,3","37,5","25,0","53,9","100,0","0,0","0,9","4,3","50,0","0,0","56,3","83,3","16,7","1,0","3,2",,,,,,,,"53,8","23,1","55,1","76,9","23,1","0,8","7,0",,,,,,,,,,,,,,,"45,5","0,0","54,3","81,8","18,2","0,8","5,9","78,8","6,1","50,8","95,5","4,5","0,6","35,4",,,,,,,,"20,0","0,0","52,6","80,0","20,0","1,0","2,7",,,,,,,
6440,Wetteraukreis,Kreise,"55,9","14,5","54,0","69,6","27,9","0,8","170,0",,,,,,,,"76,9","38,5","62,0","92,3","7,7","0,6","4,3","63,2","10,5","55,7","36,8","63,2","0,8","6,2","22,0","7,3","54,3","43,9","39,0","0,8","13,4","78,4","8,1","55,4","62,2","35,1","0,8","12,1","48,0","18,6","55,1","66,1","33,0","0,9","72,4","45,5","0,0","54,5","90,9","9,1","1,0","3,6","50,0","8,3","52,6","66,7","33,3","0,8","3,9",,,,,,,,"54,5","18,2","51,4","72,7","27,3","0,8","7,2",,,,,,,,,,,,,,,"47,4","5,3","48,9","42,1","47,4","0,8","6,2","78,4","12,9","51,8","92,2","6,9","0,6","38,0",,,,,,,,"12,5","0,0","52,0","75,0","25,0","0,9","2,6",,,,,,,
6531,Gießen,Kreise,"59,3","15,6","53,8","78,8","19,3","0,7","234,8",,,,,,,,"63,2","42,1","63,6","94,7","0,0","0,6","14,2","52,9","5,9","45,8","52,9","41,2","0,9","6,4","29,5","9,1","52,6","52,3","43,2","0,7","16,5","80,5","4,9","53,0","68,3","26,8","0,8","15,4","53,1","15,8","55,3","78,5","21,1","0,9","78,3","20,0","0,0","53,2","90,0","10,0","1,0","3,7","71,4","14,3","50,7","78,6","21,4","0,7","5,2",,,,,,,,"65,2","0,0","51,7","65,2","30,4","0,8","8,6",,,,,,,,,,,,,,,"36,8","26,3","56,0","89,5","10,5","0,9","7,1","71,7","17,1","51,8","85,4","13,2","0,6","76,8",,,,,,,,"14,3","0,0","52,4","100,0","0,0","1,0","2,6",,,,,,,
6532,Lahn-Dill-Kreis,Kreise,"51,5","16,6","54,7","74,3","23,5","0,8","165,6",,,,,,,,"60,0","26,7","62,0","100,0","0,0","0,7","5,9","30,0","10,0","52,6","30,0","70,0","0,8","7,9","21,4","7,1","53,3","54,8","45,2","0,7","16,5","68,8","9,4","54,3","50,0","40,6","0,8","12,6","48,2","21,8","55,8","77,1","22,9","0,9","66,9","28,6","0,0","46,0","85,7","14,3","0,9","2,8","75,0","0,0","50,5","87,5","12,5","1,0","3,1",,,,,,,,"61,1","16,7","54,4","66,7","33,3","0,9","7,1",,,,,,,,,,,,,,,"37,5","12,5","54,0","81,3","6,3","0,8","6,3","73,8","19,0","54,2","91,7","6,0","0,6","33,0",,,,,,,,"22,2","0,0","52,3","77,8","0,0","1,0","3,5",,,,,,,
6533,Limburg-Weilburg,Kreise,"48,2","12,9","54,5","71,2","25,5","0,8","161,7",,,,,,,,"90,9","9,1","60,3","100,0","0,0","0,7","6,4","30,0","10,0","52,7","90,0","10,0","0,9","5,8","16,0","4,0","55,6","36,0","48,0","0,7","14,5","80,0","0,0","52,6","65,0","25,0","0,9","11,6","36,4","16,1","55,1","70,3","29,7","1,0","68,6","50,0","12,5","47,5","50,0","50,0","0,6","4,7","50,0","0,0","47,0","75,0","25,0","1,0","2,3",,,,,,,,"64,3","7,1","55,2","57,1","35,7","0,9","8,1",,,,,,,,,,,,,,,"36,4","18,2","59,1","54,5","36,4","0,8","6,4","74,5","13,7","52,5","98,0","2,0","0,6","29,7",,,,,,,,"16,7","50,0","60,2","33,3","50,0","0,9","3,5",,,,,,,
6534,Marburg-Biedenkopf,Kreise,"59,5","13,3","53,9","81,9","15,9","0,8","229,5",,,,,,,,"66,7","25,0","61,9","95,8","4,2","0,7","9,7","62,5","6,3","52,9","68,8","12,5","0,9","6,5","11,1","11,1","56,3","74,1","25,9","0,9","11,0","70,6","2,9","52,6","67,6","26,5","0,8","13,8","47,1","11,6","54,7","76,2","23,8","0,9","69,9","27,3","0,0","49,6","72,7","18,2","0,8","4,5","66,7","8,3","50,1","83,3","16,7","0,8","4,9",,,,,,,,"68,2","0,0","50,2","81,8","18,2","0,8","8,9",,,,,,,,,,,,,,,"80,0","0,0","49,5","55,0","40,0","0,7","8,1","72,5","19,3","53,8","92,2","5,5","0,6","88,6",,,,,,,,"22,2","11,1","50,2","77,8","22,2","0,9","3,7",,,,,,,
6535,Vogelsbergkreis,Kreise,"45,3","16,0","55,3","65,2","33,1","0,8","170,0",,,,,,,,"83,3","50,0","63,5","100,0","0,0","0,8","5,6","20,0","0,0","50,0","80,0","20,0","0,8","4,7","13,9","16,7","55,3","8,3","86,1","0,5","33,8","50,0","0,0","55,7","100,0","0,0","1,0","5,6","44,0","14,7","55,1","70,7","28,0","0,9","70,5","33,3","33,3","64,7","100,0","0,0","1,0","2,8","100,0","0,0","51,0","66,7","33,3","1,0","2,8",,,,,,,,"62,5","12,5","60,4","75,0","25,0","0,8","7,5",,,,,,,,,,,,,,,"42,9","0,0","54,3","42,9","57,1","0,9","6,6","79,3","24,1","54,0","100,0","0,0","0,7","27,2",,,,,,,,"0,0","0,0","49,7","100,0","0,0","1,0","2,8",,,,,,,
6611,"Kassel, Stadt",Kreise,"53,8","14,7","54,1","73,4","18,0","0,7","331,3",,,,,,,,"59,1","38,6","61,8","93,2","6,8","0,6","21,9","39,1","8,7","52,7","56,5","21,7","0,9","11,5","17,8","9,6","53,4","28,8","38,4","0,6","36,4","71,4","8,9","54,1","58,9","25,0","0,8","27,9","43,0","12,6","55,2","76,3","23,7","0,9","67,3","27,8","5,6","51,1","77,8","22,2","0,8","9,0","50,0","6,3","50,9","62,5","37,5","0,8","8,0",,,,,,,,"53,1","9,4","52,5","53,1","18,8","0,8","15,9",,,,,,,,,,,,,,,"53,6","7,1","51,2","57,1","28,6","0,9","13,9","72,9","18,8","53,5","92,1","6,1","0,6","114,1",,,,,,,,"0,0","0,0","49,0","81,8","0,0","1,0","5,5",,,,,,,
6631,Fulda,Kreise,"50,3","10,9","53,8","64,3","32,3","0,8","173,1",,,,,,,,"54,5","18,2","58,7","90,9","9,1","0,8","5,0","50,0","7,1","51,3","50,0","50,0","0,8","6,3","13,2","2,6","52,0","42,1","47,4","0,6","17,1","74,2","0,0","50,8","35,5","58,1","0,7","14,0","50,0","15,7","54,7","66,9","33,1","0,9","74,8","36,4","18,2","59,4","63,6","27,3","0,9","5,0","50,0","12,5","59,1","87,5","0,0","1,0","3,6",,,,,,,,"64,0","16,0","53,0","48,0","48,0","0,7","11,3",,,,,,,,,,,,,,,"28,6","7,1","52,9","64,3","35,7","0,8","6,3","70,4","7,4","52,7","90,7","9,3","0,6","24,3",,,,,,,,"25,0","0,0","51,3","66,7","0,0","0,9","5,4",,,,,,,
6632,Hersfeld-Rotenburg,Kreise,"43,3","20,6","55,6","63,4","30,4","0,8","160,2",,,,,,,,"62,5","62,5","66,1","62,5","25,0","0,6","6,6","28,6","0,0","44,4","14,3","85,7","0,9","5,8","12,0","8,0","50,9","28,0","56,0","0,5","20,6","46,7","13,3","56,4","66,7","26,7","0,9","12,4","42,9","29,8","58,5","69,0","31,0","0,9","69,4","0,0","0,0","53,7","66,7","0,0","1,0","2,5","0,0","0,0","47,0","100,0","0,0","1,0","0,8",,,,,,,,"66,7","11,1","47,3","66,7","33,3","0,9","7,4",,,,,,,,,,,,,,,"28,6","14,3","59,1","28,6","42,9","1,0","5,8","75,9","10,3","52,7","93,1","3,4","0,7","23,9",,,,,,,,"16,7","16,7","55,2","66,7","0,0","1,0","5,0",,,,,,,
6633,Kassel,Kreise,"55,8","13,9","54,5","78,9","19,1","0,9","146,2",,,,,,,,"70,0","50,0","64,1","90,0","10,0","0,7","4,2","50,0","7,1","53,3","92,9","7,1","0,8","5,9","8,3","12,5","56,0","54,2","29,2","0,9","10,1","80,0","4,0","53,4","76,0","24,0","1,0","10,6","50,7","11,8","54,7","78,3","21,7","1,0","64,2","44,4","22,2","56,9","77,8","22,2","0,9","3,8","77,8","0,0","49,3","55,6","44,4","0,8","3,8",,,,,,,,"72,2","5,6","50,7","72,2","27,8","0,8","7,6",,,,,,,,,,,,,,,"30,8","30,8","57,0","76,9","7,7","0,9","5,5","76,9","20,0","53,7","93,8","4,6","0,6","27,5",,,,,,,,"28,6","0,0","54,9","57,1","42,9","0,9","3,0",,,,,,,
6634,Schwalm-Eder-Kreis,Kreise,"45,7","16,7","55,3","69,4","26,7","0,8","142,7",,,,,,,,"69,2","38,5","63,6","92,3","0,0","0,7","7,2","11,1","0,0","55,0","44,4","55,6","0,8","5,0","18,5","3,7","54,4","37,0","48,1","0,6","14,9","63,2","21,1","55,3","47,4","36,8","0,9","10,5","38,1","18,6","56,2","69,9","30,1","0,9","62,5","25,0","25,0","57,5","75,0","25,0","0,9","2,2","66,7","0,0","54,7","100,0","0,0","1,0","1,7",,,,,,,,"25,0","0,0","52,3","75,0","25,0","0,9","4,4",,,,,,,,,,,,,,,"27,3","9,1","53,4","45,5","45,5","0,7","6,1","80,4","19,6","53,1","97,8","0,0","0,6","25,4",,,,,,,,"60,0","20,0","49,4","60,0","40,0","0,8","2,8",,,,,,,
6635,Waldeck-Frankenberg,Kreise,"40,1","14,2","54,8","65,3","27,0","0,8","174,2",,,,,,,,"57,1","14,3","60,3","100,0","0,0","0,6","4,5","9,1","0,0","54,8","45,5","54,5","0,8","7,0","18,4","13,2","51,6","34,2","39,5","0,7","24,2","62,5","6,3","58,3","50,0","37,5","1,0","10,2","36,4","20,0","56,0","68,2","31,8","0,9","69,9","11,1","22,2","55,1","66,7","33,3","0,7","5,7","80,0","0,0","48,4","60,0","40,0","1,0","3,2",,,,,,,,"72,7","9,1","52,3","72,7","27,3","0,8","7,0",,,,,,,,,,,,,,,"25,0","0,0","58,5","62,5","25,0","0,9","5,1","66,7","12,5","53,4","91,7","0,0","0,6","30,5",,,,,,,,"9,1","9,1","54,2","45,5","18,2","1,0","7,0",,,,,,,
